"","sig_id","cell_iname","conditionId"
"833","CPC013_HT29_6H:H22","HT29","BRD-K41925105_10 uM_6 h"
"834","CPC020_A375_6H:BRD-A83892713-001-01-3:10","A375","rifampicin_10 uM_6 h"
"835","CPC006_A375_24H:BRD-K19796430-001-01-5:10","A375","sonidegib_10 uM_24 h"
"836","CPC013_A375_6H:BRD-K09854848-001-01-0:10","A375","MD-II-008-P_10 uM_6 h"
"837","CPC015_HT29_6H:BRD-K40887525-001-14-4:10","HT29","ritanserin_10 uM_6 h"
"838","CPC006_HT29_6H:P06","HT29","10-DEBC_25 uM_6 h"
"839","CPC017_HT29_6H:BRD-K94176593-001-02-9:10","HT29","TWS-119_10 uM_6 h"
"840","CPC009_HT29_6H:BRD-K26304855-001-01-5:10","HT29","BRD-K26304855_10 uM_6 h"
"841","CPC013_A375_6H:BRD-A07614565-001-01-3:10","A375","BRD-A07614565_10 uM_6 h"
"842","CPC005_A375_24H:BRD-K98297262-001-01-1:10","A375","BRD-K98297262_10 uM_24 h"
"843","CPC005_A375_24H:BRD-A04026261-001-01-0:10","A375","YO-2_10 uM_24 h"
"844","CPC005_HT29_24H:BRD-K69023402-001-02-5:10","HT29","thapsigargin_10 uM_24 h"
"845","CPC014_HT29_6H:BRD-U73238814-000-01-7:10","HT29","QL-XI-92_10 uM_6 h"
"846","CPC020_HT29_6H:BRD-A25067867-066-14-3:10","HT29","benzatropine_10 uM_6 h"
"847","CPC008_HT29_6H:BRD-K64058329-001-04-2:10","HT29","BRD-K64058329_10 uM_6 h"
"848","CPC017_HT29_6H:BRD-K11927976-050-01-1:10","HT29","ER-27319_10 uM_6 h"
"849","CPC006_A375_6H:N01","A375","idarubicin_0.08 uM_6 h"
"850","CPC012_HT29_6H:BRD-A43155244-001-01-2:10","HT29","BRD-A43155244_10 uM_6 h"
"851","CPC013_A375_6H:BRD-K29622226-001-01-9:10","A375","BRD-K29622226_10 uM_6 h"
"852","CPC010_A375_6H:N22","A375","granisetron_10 uM_6 h"
"853","CPC007_A375_24H:BRD-K60870698-001-08-8:10","A375","BRD-K60870698_10 uM_24 h"
"854","CPC007_HT29_24H:BRD-A58924247-001-08-5:10","HT29","BRD-A58924247_10 uM_24 h"
"855","CPC019_HT29_6H:BRD-A70311631-001-05-9:10","HT29","BRD-A70311631_10 uM_6 h"
"856","CPC012_A375_6H:G07","A375","BRD-K95760042_10 uM_6 h"
"857","CPC013_HT29_6H:A12","HT29","daunorubicin_10 uM_6 h"
"858","CPC017_HT29_6H:BRD-A93236127-001-03-7:10","HT29","digitoxin_10 uM_6 h"
"859","CPC008_A375_6H:P19","A375","BRD-K77681376_10 uM_6 h"
"860","CPC013_A375_6H:BRD-K96433222-001-01-3:10","A375","BRD-K96433222_10 uM_6 h"
"861","CPC005_HT29_24H:BRD-A30435184-001-01-5:10","HT29","metergoline_10 uM_24 h"
"862","CPC007_A375_24H:BRD-K63181962-001-04-5:10","A375","BRD-K63181962_10 uM_24 h"
"863","CPC019_A375_6H:BRD-K55827386-001-01-7:10","A375","BRD-K55827386_10 uM_6 h"
"864","CPC008_HT29_6H:BRD-K58247702-001-01-2:10","HT29","BRD-K58247702_10 uM_6 h"
"865","CPC019_HT29_6H:BRD-K18249495-001-01-8:10","HT29","BRD-K18249495_10 uM_6 h"
"866","CPC006_A375_6H:M20","A375","serdemetan_10 uM_6 h"
"867","CPC014_HT29_6H:BRD-U74615290-000-01-8:10","HT29","BRD-U74615290_10 uM_6 h"
"868","CPC013_A375_6H:BRD-K18163752-001-01-9:10","A375","BRD-K18163752_10 uM_6 h"
"869","CPC016_A375_6H:BRD-A89208012-001-01-4:10","A375","BRD-A89208012_10 uM_6 h"
"870","CPC016_HT29_6H:BRD-K36007650-300-02-3:10","HT29","puromycin_10 uM_6 h"
"871","CPC019_HT29_6H:BRD-K98824517-001-06-4:10","HT29","BRD-K98824517_10 uM_6 h"
"872","CPC019_HT29_6H:BRD-K76691125-001-01-8:10","HT29","BRD-K76691125_10 uM_6 h"
"873","CPC009_HT29_6H:BRD-K32318651-001-15-3:10","HT29","acyclovir_10 uM_6 h"
"874","CPC019_A375_6H:BRD-K64366758-001-01-5:10","A375","BRD-K64366758_10 uM_6 h"
"875","CPC004_HT29_6H:BRD-K35960502-001-10-1:10","HT29","niclosamide_10 uM_6 h"
"876","CPC008_HT29_6H:BRD-K01896723-001-01-9:10","HT29","BRD-K01896723_10 uM_6 h"
"877","CPC017_HT29_6H:BRD-K14821540-001-03-9:10","HT29","FCCP_10 uM_6 h"
"878","CPC006_A375_24H:BRD-K90999434-003-01-9:10","A375","CCT-031374_10 uM_24 h"
"879","CPC014_HT29_6H:BRD-K64857848-001-02-3:10","HT29","XMD-885_10 uM_6 h"
"880","CPC014_HT29_6H:BRD-K10916986-001-01-6:10","HT29","vinorelbine_10 uM_6 h"
"881","CPC013_A375_6H:BRD-A13807286-001-06-2:10","A375","HA-14-1_10 uM_6 h"
"882","CPC015_A375_6H:BRD-A41250306-001-03-4:10","A375","cyclopenthiazide_10 uM_6 h"
"883","CPC009_A375_6H:BRD-K89224880-001-07-5:10","A375","BRD-K89224880_10 uM_6 h"
"884","CPC020_A375_6H:BRD-K40645748-003-11-9:10","A375","mefloquine_10 uM_6 h"
"885","CPC012_HT29_6H:BRD-K04534322-001-01-8:10","HT29","BRD-K04534322_10 uM_6 h"
"886","CPC010_A375_6H:P03","A375","BRD-K13277629_10 uM_6 h"
"887","CPC006_HT29_24H:BRD-K99818283-001-01-8:10","HT29","PIK-90_10 uM_24 h"
"888","CPC010_HT29_6H:BRD-A37735495-001-10-6:10","HT29","BRD-A37735495_10 uM_6 h"
"889","CPC012_A375_6H:E07","A375","tunicamycin_10 uM_6 h"
"890","CPC012_A375_6H:N15","A375","BRD-K10554164_10 uM_6 h"
"891","CPC013_HT29_6H:O02","HT29","HG-5-113-01_10 uM_6 h"
"892","CPC004_A375_6H:BRD-K04877770-001-03-4:10","A375","BRD-K04877770_10 uM_6 h"
"893","CPC015_HT29_6H:BRD-A94709349-001-03-4:10","HT29","metaxalone_10 uM_6 h"
"894","CPC007_A375_24H:BRD-K25373946-001-04-6:10","A375","BRD-K25373946_10 uM_24 h"
"895","CPC018_HT29_6H:BRD-A71459254-001-02-8:10","HT29","cymarin_10 uM_6 h"
"896","CPC017_HT29_6H:BRD-A49734948-001-03-3:10","HT29","foliosidine_10 uM_6 h"
"897","CPC018_HT29_6H:BRD-K22385716-001-01-7:10","HT29","LY-303511_10 uM_6 h"
"898","CPC006_A375_6H:B19","A375","COT-10b_40 uM_6 h"
"899","CPC006_A375_6H:H19","A375","quinoclamine_12 uM_6 h"
"900","CPC014_HT29_6H:BRD-U64289953-000-01-2:10","HT29","BRD-U64289953_10 uM_6 h"
"901","CPC005_A375_24H:BRD-A92670106-003-03-9:10","A375","tocainide_10 uM_24 h"
"902","CPC019_HT29_6H:BRD-K81249836-001-01-8:10","HT29","BRD-K81249836_10 uM_6 h"
"903","CPC008_HT29_6H:BRD-K88317944-001-01-5:10","HT29","VU-0420364-1_10 uM_6 h"
"904","CPC014_HT29_6H:BRD-U86922168-000-01-3:10","HT29","QL-XII-47_10 uM_6 h"
"905","CPC008_A375_6H:F18","A375","BRD-A38936397_10 uM_6 h"
"906","CPC013_A375_6H:BRD-K25504083-001-03-1:10","A375","cytochalasin-d_10 uM_6 h"
"907","CPC005_HT29_24H:BRD-K04210847-001-01-1:10","HT29","tamoxifen_10 uM_24 h"
"908","CPC009_A375_6H:BRD-K45205755-001-01-2:10","A375","BRD-K45205755_10 uM_6 h"
"909","CPC018_A375_6H:BRD-K31542390-001-01-5:10","A375","BRD-K31542390_10 uM_6 h"
"910","CPC006_A375_24H:BRD-K90382497-001-03-2:10","A375","GW-843682X_10 uM_24 h"
"911","CPC006_HT29_24H:BRD-K74236984-001-01-4:10","HT29","UNC-0321_10 uM_24 h"
"912","CPC020_A375_6H:BRD-A25088322-001-01-2:10","A375","CVF-SUMO-7_10 uM_6 h"
"913","CPC012_HT29_6H:BRD-K32896438-001-01-8:10","HT29","BRD-K32896438_10 uM_6 h"
"914","CPC014_HT29_6H:BRD-K80622725-001-10-2:10","HT29","STK-397047_10 uM_6 h"
"915","CPC009_HT29_6H:BRD-K02735834-001-01-4:10","HT29","BRD-K02735834_10 uM_6 h"
"916","CPC013_A375_6H:BRD-A20488704-001-01-7:10","A375","BRD-A20488704_10 uM_6 h"
"917","CPC015_A375_6H:BRD-K52075715-001-03-4:10","A375","oxibendazole_10 uM_6 h"
"918","CPC007_A375_24H:BRD-K23673040-001-12-9:10","A375","BRD-K23673040_10 uM_24 h"
"919","CPC006_HT29_24H:BRD-A15079084-001-02-9:10","HT29","BRD-A15079084_10 uM_24 h"
"920","CPC006_HT29_24H:BRD-A47829399-001-01-1:10","HT29","artesunate_10 uM_24 h"
"921","CPC020_HT29_6H:BRD-A76019558-001-02-8:10","HT29","ketoconazole_10 uM_6 h"
"922","CPC006_HT29_6H:N03","HT29","chaetocin_0.08 uM_6 h"
"923","CPC008_HT29_6H:BRD-A11512624-001-04-6:10","HT29","BRD-A11512624_10 uM_6 h"
"924","CPC008_HT29_6H:BRD-K89093471-001-03-8:10","HT29","VU-0418934-2_10 uM_6 h"
"925","CPC012_A375_6H:B16","A375","BRD-K35004659_10 uM_6 h"
"926","CPC013_A375_6H:BRD-K24681473-004-01-4:10","A375","YM-155_10 uM_6 h"
"927","CPC019_A375_6H:BRD-A03926027-001-02-5:10","A375","ST-014147_10 uM_6 h"
"928","CPC006_HT29_24H:BRD-K04623885-001-03-4:80","HT29","BIBR-1532_80 uM_24 h"
"929","CPC020_A375_6H:BRD-K06009608-001-01-4:10","A375","BRD-K06009608_10 uM_6 h"
"930","CPC012_HT29_6H:BRD-A39093044-001-05-4:10","HT29","K784-3187_10 uM_6 h"
"931","CPC018_A375_6H:BRD-A40431293-001-01-0:10","A375","BRD-A40431293_10 uM_6 h"
"932","CPC006_A375_24H:BRD-A15079084-001-02-9:10","A375","BRD-A15079084_10 uM_24 h"
"933","CPC017_A375_6H:BRD-A25687296-300-03-5:10","A375","emetine_10 uM_6 h"
"934","CPC005_HT29_24H:BRD-K32828673-002-03-9:10","HT29","chelidonine_10 uM_24 h"
"935","CPC006_HT29_24H:BRD-K83213911-001-02-8:80","HT29","PF-750_80 uM_24 h"
"936","CPC009_A375_6H:BRD-K74596421-001-01-2:10","A375","BRD-K74596421_10 uM_6 h"
"937","CPC010_HT29_6H:BRD-K70578146-001-03-4:10","HT29","dactinomycin_10 uM_6 h"
"938","CPC018_HT29_6H:BRD-K49657628-001-02-3:10","HT29","BRD-K49657628_10 uM_6 h"
"939","CPC012_HT29_6H:BRD-K68588778-001-05-7:10","HT29","BRD-K68588778_10 uM_6 h"
"940","CPC015_A375_6H:BRD-K30296925-001-02-1:10","A375","flavokavain-b_10 uM_6 h"
"941","CPC010_A375_6H:L16","A375","BRD-K06217810_10 uM_6 h"
"942","CPC005_A375_24H:BRD-K81376179-001-01-4:10","A375","TCS-359_10 uM_24 h"
"943","CPC006_A375_24H:BRD-A68631409-001-01-3:10","A375","evodiamine_10 uM_24 h"
"944","CPC008_HT29_6H:BRD-K75999307-001-05-7:10","HT29","BRD-K75999307_10 uM_6 h"
"945","CPC012_HT29_6H:BRD-K42308740-001-01-5:10","HT29","ST-056792_10 uM_6 h"
"946","CPC014_HT29_6H:BRD-K70549064-001-03-3:10","HT29","staurosporine_10 uM_6 h"
"947","CPC014_HT29_6H:BRD-A98283014-003-07-7:10","HT29","calmidazolium_10 uM_6 h"
"948","CPC004_A375_6H:BRD-A93236127-001-03-7:10","A375","digitoxin_10 uM_6 h"
"949","CPC013_A375_6H:BRD-K17210248-003-01-7:10","A375","daunorubicin_10 uM_6 h"
"950","CPC015_A375_6H:BRD-A78391468-001-01-0:10","A375","prednisolone-hemisuccinate_10 uM_6 h"
"951","CPC019_A375_6H:BRD-K95842463-001-01-4:10","A375","BRD-K95842463_10 uM_6 h"
"952","CPC018_HT29_6H:BRD-K67439147-001-01-7:10","HT29","SIB-1893_10 uM_6 h"
"953","CPC017_HT29_6H:BRD-K05901394-001-01-1:10","HT29","terguride_10 uM_6 h"
"954","CPC005_HT29_6H:BRD-A55484088-050-01-7:10","HT29","BNTX_10 uM_6 h"
"955","CPC005_A375_24H:BRD-A09539288-004-03-6:10","A375","homatropine_10 uM_24 h"
"956","CPC005_HT29_24H:BRD-K95655893-001-01-0:10","HT29","MAZ-51_10 uM_24 h"
"957","CPC007_A375_24H:BRD-K95196255-001-09-0:10","A375","BRD-K95196255_10 uM_24 h"
"958","CPC012_A375_6H:A11","A375","BRD-K45842176_10 uM_6 h"
"959","CPC013_HT29_6H:L06","HT29","MD-040_10 uM_6 h"
"960","CPC016_HT29_6H:BRD-A63836183-362-01-1:10","HT29","PD-123319_10 uM_6 h"
"961","CPC008_A375_6H:D10","A375","BRD-K14355517_10 uM_6 h"
"962","CPC011_A375_6H:BRD-K69650333-003-11-6:10","A375","idarubicin_10 uM_6 h"
"963","CPC015_A375_6H:BRD-K82036761-003-07-0:10","A375","sertraline_10 uM_6 h"
"964","CPC007_A375_24H:BRD-K85275009-001-05-1:10","A375","BRD-K85275009_10 uM_24 h"
"965","CPC007_A375_24H:BRD-K91509126-001-16-0:10","A375","piceatannol_10 uM_24 h"
"966","CPC007_HT29_24H:BRD-K71265179-001-07-8:10","HT29","BRD-K71265179_10 uM_24 h"
"967","CPC019_A375_6H:BRD-K84106030-001-01-1:10","A375","BRD-K84106030_10 uM_6 h"
"968","CPC006_HT29_24H:BRD-K08417745-001-02-9:88.8","HT29","SID-26681509_90 uM_24 h"
"969","CPC006_HT29_6H:D20","HT29","BRD-K07303502_80 uM_6 h"
"970","CPC017_HT29_6H:BRD-K15086322-103-01-0:10","HT29","JNJ-10191584_10 uM_6 h"
"971","CPC018_HT29_6H:BRD-K35531059-001-02-4:10","HT29","molsidomine_10 uM_6 h"
"972","CPC020_A375_6H:BRD-A49848186-003-01-2:10","A375","BRD-A49848186_10 uM_6 h"
"973","CPC020_A375_6H:BRD-K52522949-001-01-7:10","A375","NCH-51_10 uM_6 h"
"974","CPC012_HT29_6H:BRD-K21672423-001-01-3:10","HT29","BRD-K21672423_10 uM_6 h"
"975","CPC005_A375_6H:BRD-K53959060-001-01-3:10","A375","indirubin_10 uM_6 h"
"976","CPC013_A375_6H:BRD-K19166598-001-01-9:10","A375","BRD-K19166598_10 uM_6 h"
"977","CPC015_A375_6H:BRD-K07507905-236-01-8:10","A375","BRL-37344_10 uM_6 h"
"978","CPC019_A375_6H:BRD-K00627859-001-01-5:10","A375","tubastatin-a_10 uM_6 h"
"979","CPC012_A375_6H:M08","A375","BRD-A50388635_10 uM_6 h"
"980","CPC015_A375_6H:BRD-A18202423-001-01-6:10","A375","CPCCOEt_10 uM_6 h"
"981","CPC004_HT29_6H:BRD-K39120595-304-03-9:10","HT29","bithionol_10 uM_6 h"
"982","CPC010_HT29_6H:BRD-A94297859-001-02-4:10","HT29","BRD-A94297859_10 uM_6 h"
"983","CPC017_HT29_6H:BRD-K08502430-001-01-0:10","HT29","angiogenesis-inhibitor_10 uM_6 h"
"984","CPC018_HT29_6H:BRD-K33459542-001-02-5:10","HT29","ditolylguanidine_10 uM_6 h"
"985","CPC018_A375_6H:BRD-K17497770-001-01-0:10","A375","butein_10 uM_6 h"
"986","CPC015_A375_6H:BRD-K42500029-001-01-9:10","A375","CGP-57380_10 uM_6 h"
"987","CPC015_A375_6H:BRD-K46384212-001-01-1:10","A375","O-3M3FBS_10 uM_6 h"
"988","CPC005_A375_24H:BRD-K48735772-001-01-4:10","A375","PD-158780_10 uM_24 h"
"989","CPC012_A375_6H:G18","A375","BRD-K73155123_10 uM_6 h"
"990","CPC016_HT29_6H:BRD-A76528577-065-01-2:10","HT29","vincristine_10 uM_6 h"
"991","CPC017_HT29_6H:BRD-K76840893-003-01-7:10","HT29","RS-17053_10 uM_6 h"
"992","CPC015_HT29_6H:BRD-A60414806-065-01-6:10","HT29","vincristine_10 uM_6 h"
"993","CPC007_A375_24H:BRD-K27484191-001-07-4:10","A375","BRD-K27484191_10 uM_24 h"
"994","CPC019_HT29_6H:BRD-K71303366-001-01-3:10","HT29","BRD-K71303366_10 uM_6 h"
"995","CPC010_A375_6H:O06","A375","BRD-K78062244_10 uM_6 h"
"996","CPC007_A375_24H:BRD-K33305493-001-02-9:10","A375","BRD-K33305493_10 uM_24 h"
"997","CPC008_HT29_6H:BRD-K95858622-001-03-4:10","HT29","BRD-K95858622_10 uM_6 h"
"998","CPC018_HT29_6H:BRD-K63089472-001-03-5:10","HT29","farnesylthioacetic-acid_10 uM_6 h"
"999","CPC020_A375_6H:BRD-K02562327-001-01-6:10","A375","BRD-K02562327_10 uM_6 h"
"1000","CPC005_A375_6H:BRD-A55484088-050-01-7:10","A375","BNTX_10 uM_6 h"
"1001","CPC013_A375_6H:BRD-K83336168-001-01-9:10","A375","MD-040_10 uM_6 h"
"1002","CPC007_A375_24H:BRD-K27440500-001-05-6:10","A375","BRD-K27440500_10 uM_24 h"
"1003","CPC006_HT29_6H:P03","HT29","SCH-79797_12 uM_6 h"
"1004","CPC020_HT29_6H:BRD-A50774520-001-01-5:10","HT29","CVF-SUMO-11_10 uM_6 h"
"1005","CPC006_HT29_6H:A19","HT29","KU-0060648_10 uM_6 h"
"1006","CPC006_HT29_6H:P16","HT29","salermide_125 uM_6 h"
"1007","CPC012_A375_6H:I07","A375","BRD-K48823327_10 uM_6 h"
"1008","CPC016_HT29_6H:BRD-K31633810-003-01-0:10","HT29","DAU-5884_10 uM_6 h"
"1009","CPC012_HT29_6H:BRD-A20697603-001-05-6:10","HT29","thiostrepton_10 uM_6 h"
"1010","CPC015_HT29_6H:BRD-K10995081-001-15-4:10","HT29","perphenazine_10 uM_6 h"
"1011","CPC005_A375_24H:BRD-A43150328-001-03-8:10","A375","penicillic-acid_10 uM_24 h"
"1012","CPC016_A375_6H:BRD-K88677950-001-01-3:10","A375","PD-198306_10 uM_6 h"
"1013","CPC013_HT29_6H:D13","HT29","BRD-K80346834_10 uM_6 h"
"1014","CPC017_HT29_6H:BRD-K51918615-303-01-1:10","HT29","iodophenpropit_10 uM_6 h"
"1015","CPC005_A375_24H:BRD-K51018020-001-01-9:10","A375","VAMA-37_10 uM_24 h"
"1016","CPC016_HT29_6H:BRD-K76810206-001-06-5:10","HT29","nicergoline_10 uM_6 h"
"1017","CPC019_A375_6H:BRD-K82594686-001-01-7:10","A375","BRD-K82594686_10 uM_6 h"
"1018","CPC016_A375_6H:BRD-K78122587-300-01-9:10","A375","NNC-55-0396_10 uM_6 h"
"1019","CPC018_HT29_6H:BRD-K59633395-001-01-4:10","HT29","BRD-K59633395_10 uM_6 h"
"1020","CPC014_HT29_6H:BRD-K07061353-001-01-1:10","HT29","BRD-K07061353_10 uM_6 h"
"1021","CPC020_A375_6H:BRD-K69603398-001-01-2:10","A375","BRD-K69603398_10 uM_6 h"
"1022","CPC012_HT29_6H:BRD-K15402119-001-01-2:10","HT29","huperzine-a_10 uM_6 h"
"1023","CPC008_A375_6H:P17","A375","BRD-K10846167_10 uM_6 h"
"1024","CPC013_A375_6H:BRD-K00954209-001-01-0:10","A375","BRD-K00954209_10 uM_6 h"
"1025","CPC013_A375_6H:BRD-K45044657-001-01-4:10","A375","TC-H-106_10 uM_6 h"
"1026","CPC015_A375_6H:BRD-A31007383-001-01-0:10","A375","SDZ-WAG-994_10 uM_6 h"
"1027","CPC018_HT29_6H:BRD-K36055864-001-09-3:10","HT29","cycloheximide_10 uM_6 h"
"1028","CPC019_HT29_6H:BRD-K20000640-001-01-5:10","HT29","SA-247384_10 uM_6 h"
"1029","CPC013_A375_6H:BRD-K94493764-001-01-3:10","A375","BRD-K94493764_10 uM_6 h"
"1030","CPC010_HT29_6H:BRD-K13277629-001-02-1:10","HT29","BRD-K13277629_10 uM_6 h"
"1031","CPC008_HT29_6H:BRD-K76907295-001-03-8:10","HT29","VU-0418947-2_10 uM_6 h"
"1032","CPC013_HT29_6H:K10","HT29","sorafenib_10 uM_6 h"
"1033","CPC017_HT29_6H:BRD-K96778649-001-03-2:10","HT29","tyrphostin-47_10 uM_6 h"
"1034","CPC019_HT29_6H:BRD-A94377914-001-02-7:10","HT29","merck-ketone_10 uM_6 h"
"1035","CPC006_A375_24H:BRD-K89687904-001-01-8:10","A375","PKCbeta-inhibitor_10 uM_24 h"
"1036","CPC006_A375_24H:BRD-K71726959-001-06-7:122.55","A375","BRD-K71726959_125 uM_24 h"
"1037","CPC011_A375_6H:BRD-K51730347-001-03-1:10","A375","diphencyprone_10 uM_6 h"
"1038","CPC004_A375_6H:BRD-K30240666-051-08-4:10","A375","clemastine_10 uM_6 h"
"1039","CPC013_A375_6H:BRD-K58900438-001-01-7:10","A375","BRD-K58900438_10 uM_6 h"
"1040","CPC005_HT29_24H:BRD-K49294207-300-01-2:10","HT29","BIBU-1361_10 uM_24 h"
"1041","CPC020_HT29_6H:BRD-K90864987-001-01-0:10","HT29","BRD-K90864987_10 uM_6 h"
"1042","CPC008_HT29_6H:BRD-K85670329-001-05-6:10","HT29","BRD-K85670329_10 uM_6 h"
"1043","CPC005_HT29_24H:BRD-A63998256-001-02-3:10","HT29","helveticoside_10 uM_24 h"
"1044","CPC006_HT29_6H:H08","HT29","phloretin_200 uM_6 h"
"1045","CPC008_HT29_6H:BRD-K14355517-001-01-1:10","HT29","BRD-K14355517_10 uM_6 h"
"1046","CPC017_HT29_6H:BRD-K82823804-001-01-7:10","HT29","PD-407824_10 uM_6 h"
"1047","CPC019_HT29_6H:BRD-K68038686-001-01-3:10","HT29","BRD-K68038686_10 uM_6 h"
"1048","CPC014_HT29_6H:BRD-K01253243-001-01-4:10","HT29","SB-590885_10 uM_6 h"
"1049","CPC007_HT29_24H:BRD-K51608872-001-15-6:10","HT29","BRD-K51608872_10 uM_24 h"
"1050","CPC008_HT29_6H:BRD-K43149678-001-01-8:10","HT29","BRD-K43149678_10 uM_6 h"
"1051","CPC017_HT29_6H:BRD-K12906962-001-02-1:10","HT29","dichlorobenzamil_10 uM_6 h"
"1052","CPC006_A375_6H:D22","A375","SID-26681509_90 uM_6 h"
"1053","CPC012_HT29_6H:BRD-A59985574-003-01-9:10","HT29","topotecan_10 uM_6 h"
"1054","CPC005_HT29_24H:BRD-K49049886-001-03-8:10","HT29","CGS-15943_10 uM_24 h"
"1055","CPC007_A375_24H:BRD-K10057859-001-02-1:10","A375","BRD-K10057859_10 uM_24 h"
"1056","CPC006_HT29_24H:BRD-K00317371-001-02-0:10","HT29","RITA_10 uM_24 h"
"1057","CPC016_A375_6H:BRD-K38477985-001-01-8:10","A375","malonoben_10 uM_6 h"
"1058","CPC016_A375_6H:BRD-K80348542-001-01-4:10","A375","cephaeline_10 uM_6 h"
"1059","CPC012_A375_6H:K24","A375","KM-00799_10 uM_6 h"
"1060","CPC017_HT29_6H:BRD-K13646352-001-01-2:10","HT29","midostaurin_10 uM_6 h"
"1061","CPC018_HT29_6H:BRD-A89337244-001-01-1:10","HT29","PD-102807_10 uM_6 h"
"1062","CPC019_HT29_6H:BRD-A03520402-001-02-1:10","HT29","ST-014366_10 uM_6 h"
"1063","CPC012_HT29_6H:BRD-K74710236-001-02-2:10","HT29","VU-0410183-2_10 uM_6 h"
"1064","CPC006_A375_24H:BRD-A31107743-001-01-3:0.09","A375","brefeldin-a_0.08 uM_24 h"
"1065","CPC010_A375_6H:J06","A375","BRD-K65955264_10 uM_6 h"
"1066","CPC019_A375_6H:BRD-K98824517-001-06-4:10","A375","BRD-K98824517_10 uM_6 h"
"1067","CPC013_HT29_6H:L02","HT29","BRD-K72451865_10 uM_6 h"
"1068","CPC006_A375_24H:BRD-A70155556-001-04-4:40","A375","lovastatin_40 uM_24 h"
"1069","CPC006_A375_24H:BRD-K67075780-001-03-7:160","A375","TGX-115_150 uM_24 h"
"1070","CPC008_A375_6H:B14","A375","BRD-K92158425_10 uM_6 h"
"1071","CPC010_A375_6H:E15","A375","BRD-K28916077_10 uM_6 h"
"1072","CPC007_HT29_24H:BRD-K88198340-001-05-0:10","HT29","BRD-K88198340_10 uM_24 h"
"1073","CPC019_A375_6H:BRD-K23282736-001-01-1:10","A375","BRD-K23282736_10 uM_6 h"
"1074","CPC010_HT29_6H:BRD-K26947839-001-05-3:10","HT29","BRD-K26947839_10 uM_6 h"
"1075","CPC016_A375_6H:BRD-A82371568-001-01-5:10","A375","clofarabine_10 uM_6 h"
"1076","CPC008_HT29_6H:BRD-K87726525-001-05-6:10","HT29","BRD-K87726525_10 uM_6 h"
"1077","CPC008_HT29_6H:BRD-K59633790-001-01-5:10","HT29","VU-0420363-1_10 uM_6 h"
"1078","CPC016_HT29_6H:BRD-K63516691-003-01-2:10","HT29","T-0156_10 uM_6 h"
"1079","CPC014_HT29_6H:BRD-K78062244-001-06-5:10","HT29","BRD-K78062244_10 uM_6 h"
"1080","CPC011_HT29_6H:BRD-K55696337-003-16-0:10","HT29","topotecan_10 uM_6 h"
"1081","CPC013_A375_6H:BRD-K55612480-001-01-8:10","A375","BRD-K55612480_10 uM_6 h"
"1082","CPC010_A375_6H:G04","A375","BRD-K85853281_10 uM_6 h"
"1083","CPC006_HT29_24H:BRD-A36275421-001-11-1:10","HT29","BRD-A36275421_10 uM_24 h"
"1084","CPC019_A375_6H:BRD-K20000640-001-01-5:10","A375","SA-247384_10 uM_6 h"
"1085","CPC005_HT29_24H:BRD-K79092138-001-06-0:10","HT29","nitrofural_10 uM_24 h"
"1086","CPC012_A375_6H:C24","A375","BRD-K30993697_10 uM_6 h"
"1087","CPC006_A375_6H:B13","A375","PP-110_20 uM_6 h"
"1088","CPC006_A375_24H:BRD-K05653692-003-04-7:64","A375","DL-PDMP_60 uM_24 h"
"1089","CPC006_A375_24H:BRD-K78513633-001-07-4:177.6","A375","lonidamine_200 uM_24 h"
"1090","CPC004_A375_6H:BRD-K04548931-003-05-8:10","A375","epirubicin_10 uM_6 h"
"1091","CPC005_HT29_24H:BRD-A65076780-001-01-3:10","HT29","BRD-A65076780_10 uM_24 h"
"1092","CPC007_A375_24H:BRD-K73304092-001-05-1:10","A375","BRD-K73304092_10 uM_24 h"
"1093","CPC008_HT29_6H:BRD-K50135923-001-04-4:10","HT29","KU-C104491_10 uM_6 h"
"1094","CPC008_HT29_6H:BRD-K58853583-001-01-1:10","HT29","BRD-K58853583_10 uM_6 h"
"1095","CPC006_A375_24H:BRD-K67566344-001-01-8:10","A375","KU-0063794_10 uM_24 h"
"1096","CPC013_A375_6H:BRD-K16798053-001-01-0:10","A375","ST-4029573_10 uM_6 h"
"1097","CPC015_A375_6H:BRD-K37991163-003-06-8:10","A375","paroxetine_10 uM_6 h"
"1098","CPC007_A375_24H:BRD-K32862555-001-04-1:10","A375","BRD-K32862555_10 uM_24 h"
"1099","CPC007_HT29_24H:BRD-K84203638-001-05-3:10","HT29","BRD-K84203638_10 uM_24 h"
"1100","CPC019_A375_6H:BRD-K21786893-001-01-2:10","A375","BRD-K21786893_10 uM_6 h"
"1101","CPC020_HT29_6H:BRD-A09472452-015-19-2:10","HT29","flecainide_10 uM_6 h"
"1102","CPC006_HT29_6H:H15","HT29","NVP-AUY922_10 uM_6 h"
"1103","CPC013_HT29_6H:P07","HT29","BRD-K68202742_10 uM_6 h"
"1104","CPC020_A375_6H:BRD-K11558771-001-07-1:10","A375","droxinostat_10 uM_6 h"
"1105","CPC012_HT29_6H:BRD-K29003210-001-06-9:10","HT29","BRD-K29003210_10 uM_6 h"
"1106","CPC012_HT29_6H:BRD-K10573841-001-01-0:10","HT29","tunicamycin_10 uM_6 h"
