,sig_id,conditionId,cell_iname
8214,PBIOA021_PC3_24H:E01,BRD-K28456706_10 uM_24 h,PC3
8215,PBIOA021_PC3_24H:M01,BRD-K35894044_10 uM_24 h,PC3
8216,PBIOA020_HA1E_24H:A19,BRD-K26641843_10 uM_24 h,HA1E
8217,PBIOA013_HCC515_24H:G19,BRD-A43210826_10 uM_24 h,HCC515
8218,PBIOA020_HCC515_24H:C09,TG-101348_1.11 uM_24 h,HCC515
8219,PBIOA015_HEPG2_24H:I17,clofarabine_0.125 uM_24 h,HEPG2
8220,PBIOA022_HCC515_24H:J24,BRD-K96009269_0.04 uM_24 h,HCC515
8221,PBIOA014_PC3_24H:K01,TGX-221_10 uM_24 h,PC3
8222,PBIOA022_PC3_24H:F01,BRD-K55116708_10 uM_24 h,PC3
8223,PBIOA017_PC3_24H:N13,MK-2206_10 uM_24 h,PC3
8224,PBIOA022_HA1E_24H:D13,parthenolide_10 uM_24 h,HA1E
8225,PBIOA019_HCC515_24H:N07,PI-103_10 uM_24 h,HCC515
8226,PBIOA022_HCC515_24H:E15,VU-0418946-1_1.11 uM_24 h,HCC515
8227,PBIOA022_HA1E_24H:L13,CD-1530_10 uM_24 h,HA1E
8228,PBIOA013_HCC515_24H:B10,BRD-K29133151_0.37 uM_24 h,HCC515
8229,PBIOA013_MCF7_24H:K18,BRD-K61048996_0.04 uM_24 h,MCF7
8230,PBIOA014_PC3_24H:P20,BRD-K45481924_3.33 uM_24 h,PC3
8231,PBIOA019_HA1E_24H:B16,BRD-K83525166_0.37 uM_24 h,HA1E
8232,PBIOA020_HA1E_24H:C08,TG-101348_3.33 uM_24 h,HA1E
8233,PBIOA014_HEPG2_24H:B19,HA-1004_10 uM_24 h,HEPG2
8234,PBIOA017_HEPG2_24H:P13,masitinib_10 uM_24 h,HEPG2
8235,PBIOA015_HCC515_24H:I16,clofarabine_0.37 uM_24 h,HCC515
8236,PBIOA019_PC3_24H:L07,3-Cl-AHPC_10 uM_24 h,PC3
8237,PBIOA017_MCF7_24H:P06,ARG-CSC-22_0.04 uM_24 h,MCF7
8238,PBIOA022_HEPG2_24H:H23,BRD-K17628612_0.125 uM_24 h,HEPG2
8239,PBIOA018_HEPG2_24H:J07,PF-573228_10 uM_24 h,HEPG2
8240,PBIOA013_MCF7_24H:A19,BRD-K59385073_10 uM_24 h,MCF7
8241,PBIOA016_HEPG2_24H:P03,BRD-K30418433_1.11 uM_24 h,HEPG2
8242,PBIOA017_HCC515_24H:G13,geldanamycin_10 uM_24 h,HCC515
8243,PBIOA020_PC3_24H:A10,GSK-1059615_0.37 uM_24 h,PC3
8244,PBIOA019_A549_24H:H19,BRD-K97651142_10 uM_24 h,A549
8245,PBIOA016_HEPG2_24H:M06,SB-743921_0.04 uM_24 h,HEPG2
8246,PBIOA019_MCF7_24H:L01,voapaxar_10 uM_24 h,MCF7
8247,PBIOA018_HCC515_24H:F19,RVE-VIII-11_10 uM_24 h,HCC515
8248,PBIOA018_HEPG2_24H:A18,GSK-429286A_0.04 uM_24 h,HEPG2
8249,PBIOA019_HCC515_24H:B19,BRD-A04287157_10 uM_24 h,HCC515
8250,PBIOA013_HA1E_24H:F19,CAM-9-027-3_10 uM_24 h,HA1E
8251,PBIOA019_MCF7_24H:A09,BRD-K82594742_1.11 uM_24 h,MCF7
8252,PBIOA022_A549_24H:E14,VU-0418946-1_3.33 uM_24 h,A549
8253,PBIOA020_HEPG2_24H:M13,BRD-K81491172_10 uM_24 h,HEPG2
8254,PBIOA016_A549_24H:G01,BRD-K87550320_10 uM_24 h,A549
8255,PBIOA018_PC3_24H:I19,vinblastine_10 uM_24 h,PC3
8256,PBIOA020_HCC515_24H:H24,BRD-K37565594_0.04 uM_24 h,HCC515
8257,PBIOA022_PC3_24H:P03,BRD-K61627029_1.11 uM_24 h,PC3
8258,PBIOA019_HEPG2_24H:L10,3-Cl-AHPC_0.37 uM_24 h,HEPG2
8259,PBIOA018_HA1E_24H:I24,vinblastine_0.04 uM_24 h,HA1E
8260,PBIOA015_HEPG2_24H:O12,irinotecan_0.04 uM_24 h,HEPG2
8261,PBIOA016_HCC515_24H:B07,trifluoperazine_10 uM_24 h,HCC515
8262,PBIOA017_HCC515_24H:B09,BRD-K79353214_1.11 uM_24 h,HCC515
8263,PBIOA017_HCC515_24H:N01,PLX-4720_10 uM_24 h,HCC515
8264,PBIOA019_A375_24H:L07,3-Cl-AHPC_10 uM_24 h,A375
8265,PBIOA014_HEPG2_24H:C01,gefitinib_10 uM_24 h,HEPG2
8266,PBIOA022_HEPG2_24H:A08,nilotinib_3.33 uM_24 h,HEPG2
8267,PBIOA021_HCC515_24H:E01,BRD-K28456706_10 uM_24 h,HCC515
8268,PBIOA019_A549_24H:M22,parbendazole_0.37 uM_24 h,A549
8269,PBIOA019_HCC515_24H:B16,BRD-K83525166_0.37 uM_24 h,HCC515
8270,PBIOA017_HA1E_24H:G07,AEG-3482_10 uM_24 h,HA1E
8271,PBIOA020_HCC515_24H:E19,GSK-269962_10 uM_24 h,HCC515
8272,PBIOA015_HEPG2_24H:M01,vemurafenib_10 uM_24 h,HEPG2
8273,PBIOA020_HEPG2_24H:M19,BRD-K56384660_10 uM_24 h,HEPG2
8274,PBIOA020_HCC515_24H:A20,BRD-K26641843_3.33 uM_24 h,HCC515
8275,PBIOA020_HCC515_24H:M13,BRD-K81491172_10 uM_24 h,HCC515
8276,PBIOA019_HA1E_24H:M19,parbendazole_10 uM_24 h,HA1E
8277,PBIOA019_MCF7_24H:D19,NSC60043_10 uM_24 h,MCF7
8278,PBIOA020_HA1E_24H:O19,KHS-101_10 uM_24 h,HA1E
8279,PBIOA022_PC3_24H:B10,TW-37_0.37 uM_24 h,PC3
8280,PBIOA020_MCF7_24H:L13,BRD-K18235559_10 uM_24 h,MCF7
8281,PBIOA014_HEPG2_24H:K01,TGX-221_10 uM_24 h,HEPG2
8282,PBIOA019_HCC515_24H:L01,voapaxar_10 uM_24 h,HCC515
8283,PBIOA017_HA1E_24H:P13,masitinib_10 uM_24 h,HA1E
8284,PBIOA022_HA1E_24H:H18,panobinostat_0.04 uM_24 h,HA1E
8285,PBIOA018_MCF7_24H:J19,tamoxifen_10 uM_24 h,MCF7
8286,PBIOA021_MCF7_24H:I24,BRD-K04800985_0.04 uM_24 h,MCF7
8287,PBIOA013_HEPG2_24H:P19,BRD-K12901964_10 uM_24 h,HEPG2
8288,PBIOA016_HA1E_24H:B07,trifluoperazine_10 uM_24 h,HA1E
8289,PBIOA013_MCF7_24H:P06,BRD-K64360401_0.04 uM_24 h,MCF7
8290,PBIOA021_HEPG2_24H:K01,NPC26_12 uM_24 h,HEPG2
8291,PBIOA019_HA1E_24H:B19,BRD-A04287157_10 uM_24 h,HA1E
8292,PBIOA019_MCF7_24H:A19,BRD-K37055263_10 uM_24 h,MCF7
8293,PBIOA020_MCF7_24H:E01,BRD-K71265179_10 uM_24 h,MCF7
8294,PBIOA014_MCF7_24H:G13,geldanamycin_10 uM_24 h,MCF7
8295,PBIOA017_HEPG2_24H:N13,MK-2206_10 uM_24 h,HEPG2
8296,PBIOA017_PC3_24H:D01,BRD-K80954687_10 uM_24 h,PC3
8297,PBIOA015_PC3_24H:J01,R-428_10 uM_24 h,PC3
8298,PBIOA021_MCF7_24H:G24,BRD-K29232285_0.04 uM_24 h,MCF7
8299,PBIOA020_HCC515_24H:B14,endo-IWR-1_3.33 uM_24 h,HCC515
8300,PBIOA021_MCF7_24H:P01,saracatinib_10 uM_24 h,MCF7
8301,PBIOA022_A549_24H:I09,CIL56_1.11 uM_24 h,A549
8302,PBIOA019_HCC515_24H:L07,3-Cl-AHPC_10 uM_24 h,HCC515
8303,PBIOA014_MCF7_24H:A18,BRD-K39936803_0.04 uM_24 h,MCF7
8304,PBIOA019_HA1E_24H:O11,SAR-245409_0.125 uM_24 h,HA1E
8305,PBIOA016_PC3_24H:I07,AZD-7762_10 uM_24 h,PC3
8306,PBIOA015_HA1E_24H:B17,BRD-K53500355_0.125 uM_24 h,HA1E
8307,PBIOA017_A549_24H:F01,BRD-K35716340_12 uM_24 h,A549
8308,PBIOA022_HA1E_24H:D24,topotecan_0.04 uM_24 h,HA1E
8309,PBIOA015_HEPG2_24H:L09,alsterpaullone_1.11 uM_24 h,HEPG2
8310,PBIOA019_HEPG2_24H:H17,imiquimod_0.125 uM_24 h,HEPG2
8311,PBIOA021_A549_24H:K01,NPC26_12 uM_24 h,A549
8312,PBIOA014_HCC515_24H:B20,HA-1004_3.33 uM_24 h,HCC515
8313,PBIOA014_PC3_24H:I21,BRD-K49877948_1.11 uM_24 h,PC3
8314,PBIOA019_HA1E_24H:G13,geldanamycin_10 uM_24 h,HA1E
8315,PBIOA015_HEPG2_24H:O20,midostaurin_3.33 uM_24 h,HEPG2
8316,PBIOA020_HEPG2_24H:J23,BRD-K20264945_0.125 uM_24 h,HEPG2
8317,PBIOA017_HCC515_24H:P13,masitinib_10 uM_24 h,HCC515
8318,PBIOA018_PC3_24H:N01,buparlisib_10 uM_24 h,PC3
8319,PBIOA015_HCC515_24H:J01,R-428_10 uM_24 h,HCC515
8320,PBIOA018_HEPG2_24H:L19,fluorouracil_10 uM_24 h,HEPG2
8321,PBIOA013_HCC515_24H:F13,BRD-K17191028_10 uM_24 h,HCC515
8322,PBIOA013_HCC515_24H:A11,BRD-K27398334_0.125 uM_24 h,HCC515
8323,PBIOA014_PC3_24H:D24,BRD-K55242822_0.04 uM_24 h,PC3
8324,PBIOA014_HEPG2_24H:M02,BX-795_3.33 uM_24 h,HEPG2
8325,PBIOA021_A549_24H:C08,CYT-387_3.33 uM_24 h,A549
8326,PBIOA016_HCC515_24H:C01,SB-203580_10 uM_24 h,HCC515
8327,PBIOA016_HA1E_24H:G01,BRD-K87550320_10 uM_24 h,HA1E
8328,PBIOA022_A549_24H:E01,VU-0155056_10 uM_24 h,A549
8329,PBIOA019_HCC515_24H:M02,dabrafenib_3.33 uM_24 h,HCC515
8330,PBIOA017_PC3_24H:I19,pazopanib_10 uM_24 h,PC3
8331,PBIOA018_PC3_24H:P07,BRD-K90618376_10 uM_24 h,PC3
8332,PBIOA015_HA1E_24H:D09,daunorubicin_1.11 uM_24 h,HA1E
8333,PBIOA014_HEPG2_24H:K19,betulinic-acid_10 uM_24 h,HEPG2
8334,PBIOA016_A549_24H:H15,carmustine_1.11 uM_24 h,A549
8335,PBIOA018_MCF7_24H:M06,volasertib_0.04 uM_24 h,MCF7
8336,PBIOA019_MCF7_24H:P01,exemestane_10 uM_24 h,MCF7
8337,PBIOA013_HCC515_24H:B19,1B_10 uM_24 h,HCC515
8338,PBIOA015_PC3_24H:N08,ciclopirox_3.33 uM_24 h,PC3
8339,PBIOA022_PC3_24H:D24,topotecan_0.04 uM_24 h,PC3
8340,PBIOA022_HEPG2_24H:I09,CIL56_1.11 uM_24 h,HEPG2
8341,PBIOA015_HA1E_24H:P01,BRD-K28527676_10 uM_24 h,HA1E
8342,PBIOA020_A549_24H:E19,GSK-269962_10 uM_24 h,A549
8343,PBIOA021_HEPG2_24H:I11,linifanib_0.125 uM_24 h,HEPG2
8344,PBIOA016_HCC515_24H:M06,SB-743921_0.04 uM_24 h,HCC515
8345,PBIOA022_PC3_24H:I08,CIL56_3.33 uM_24 h,PC3
8346,PBIOA016_PC3_24H:L24,BRD-K21517000_0.04 uM_24 h,PC3
8347,PBIOA020_PC3_24H:O19,KHS-101_10 uM_24 h,PC3
8348,PBIOA018_MCF7_24H:J01,quizartinib_10 uM_24 h,MCF7
8349,PBIOA020_MCF7_24H:J24,BRD-K20264945_0.04 uM_24 h,MCF7
8350,PBIOA020_HEPG2_24H:E19,GSK-269962_10 uM_24 h,HEPG2
8351,PBIOA022_HEPG2_24H:D20,topotecan_3.33 uM_24 h,HEPG2
8352,PBIOA019_HCC515_24H:N13,BRD-K29107232_10 uM_24 h,HCC515
8353,PBIOA017_MCF7_24H:A21,CX-4945_1.11 uM_24 h,MCF7
8354,PBIOA018_HA1E_24H:A19,trametinib_10 uM_24 h,HA1E
8355,PBIOA017_HEPG2_24H:K18,BRD-K43177857_0.04 uM_24 h,HEPG2
8356,PBIOA015_PC3_24H:L08,alsterpaullone_3.33 uM_24 h,PC3
8357,PBIOA017_MCF7_24H:N07,WZ-4002_10 uM_24 h,MCF7
8358,PBIOA018_HA1E_24H:P01,BRD-K06023321_10 uM_24 h,HA1E
8359,PBIOA013_HEPG2_24H:P13,BRD-K56634255_10 uM_24 h,HEPG2
8360,PBIOA021_MCF7_24H:H24,BRD-K46476470_0.04 uM_24 h,MCF7
8361,PBIOA018_HEPG2_24H:M05,volasertib_0.125 uM_24 h,HEPG2
8362,PBIOA019_HEPG2_24H:M02,dabrafenib_3.33 uM_24 h,HEPG2
8363,PBIOA022_HEPG2_24H:L13,CD-1530_10 uM_24 h,HEPG2
8364,PBIOA017_HCC515_24H:B13,BRD-K19826688_10 uM_24 h,HCC515
8365,PBIOA018_HEPG2_24H:G01,regorafenib_10 uM_24 h,HEPG2
8366,PBIOA021_HCC515_24H:E24,BRD-K98404142_0.05 uM_24 h,HCC515
8367,PBIOA020_HEPG2_24H:E01,BRD-K71265179_10 uM_24 h,HEPG2
8368,PBIOA020_MCF7_24H:B07,KU-55933_10 uM_24 h,MCF7
8369,PBIOA013_A549_24H:F19,CAM-9-027-3_10 uM_24 h,A549
8370,PBIOA013_HEPG2_24H:O08,etoposide_3.33 uM_24 h,HEPG2
8371,PBIOA021_HCC515_24H:A13,BRD-K59968781_10 uM_24 h,HCC515
8372,PBIOA014_A549_24H:A19,GANT-58_10 uM_24 h,A549
8373,PBIOA019_HEPG2_24H:P07,ABT-737_10 uM_24 h,HEPG2
8374,PBIOA022_HEPG2_24H:J24,BRD-K96009269_0.04 uM_24 h,HEPG2
8375,PBIOA021_HCC515_24H:P01,saracatinib_10 uM_24 h,HCC515
8376,PBIOA018_HCC515_24H:H13,tivantinib_10 uM_24 h,HCC515
8377,PBIOA020_MCF7_24H:E19,GSK-269962_10 uM_24 h,MCF7
8378,PBIOA016_HCC515_24H:A13,cytarabine_10 uM_24 h,HCC515
8379,PBIOA019_A549_24H:I02,BRD-K46556387_3.33 uM_24 h,A549
8380,PBIOA019_HT29_24H:L07,3-Cl-AHPC_10 uM_24 h,HT29
8381,PBIOA020_A549_24H:C01,BRD-K67548518_10 uM_24 h,A549
8382,PBIOA020_A549_24H:A07,GSK-1059615_10 uM_24 h,A549
8383,PBIOA022_HEPG2_24H:A13,fingolimod_10 uM_24 h,HEPG2
8384,PBIOA018_MCF7_24H:I19,vinblastine_10 uM_24 h,MCF7
8385,PBIOA022_HCC515_24H:H14,panobinostat_3.33 uM_24 h,HCC515
8386,PBIOA018_HEPG2_24H:G23,A-66_0.125 uM_24 h,HEPG2
8387,PBIOA015_HCC515_24H:O07,irinotecan_10 uM_24 h,HCC515
8388,PBIOA014_MCF7_24H:P07,BRD-K40679791_10 uM_24 h,MCF7
8389,PBIOA016_HEPG2_24H:C13,fenretinide_10 uM_24 h,HEPG2
8390,PBIOA013_MCF7_24H:D01,GSK-690693_10 uM_24 h,MCF7
8391,PBIOA018_MCF7_24H:M21,bexarotene_1.11 uM_24 h,MCF7
8392,PBIOA015_HCC515_24H:I01,cytarabine_10 uM_24 h,HCC515
8393,PBIOA018_HEPG2_24H:I21,vinblastine_1.11 uM_24 h,HEPG2
8394,PBIOA017_HCC515_24H:P02,ARG-CSC-22_3.33 uM_24 h,HCC515
8395,PBIOA015_HA1E_24H:G19,PF-543_10 uM_24 h,HA1E
8396,PBIOA018_HA1E_24H:P18,AT1-SHH-09_0.04 uM_24 h,HA1E
8397,PBIOA019_HEPG2_24H:D12,selumetinib_0.04 uM_24 h,HEPG2
8398,PBIOA018_MCF7_24H:A23,trametinib_0.125 uM_24 h,MCF7
8399,PBIOA019_HA1E_24H:N07,PI-103_10 uM_24 h,HA1E
8400,PBIOA014_HEPG2_24H:B09,AZD-6482_1.11 uM_24 h,HEPG2
8401,PBIOA016_HEPG2_24H:B13,YM-155_10 uM_24 h,HEPG2
8402,PBIOA014_HEPG2_24H:A10,BRD-K66046182_0.37 uM_24 h,HEPG2
8403,PBIOA014_HCC515_24H:A21,GANT-58_1.11 uM_24 h,HCC515
8404,PBIOA013_PC3_24H:A19,BRD-K59385073_10 uM_24 h,PC3
8405,PBIOA019_PC3_24H:K19,PD-168393_10 uM_24 h,PC3
8406,PBIOA019_A549_24H:P03,exemestane_1.11 uM_24 h,A549
8407,PBIOA013_HEPG2_24H:A19,BRD-K59385073_10 uM_24 h,HEPG2
8408,PBIOA018_HEPG2_24H:P01,BRD-K06023321_10 uM_24 h,HEPG2
8409,PBIOA020_HEPG2_24H:O07,brivanib_10 uM_24 h,HEPG2
8410,PBIOA021_HEPG2_24H:C01,BRD-K41723848_10 uM_24 h,HEPG2
8411,PBIOA013_HCC515_24H:B16,BRD-K23244363_0.37 uM_24 h,HCC515
8412,PBIOA021_HEPG2_24H:K20,axitinib_3.33 uM_24 h,HEPG2
8413,PBIOA013_HEPG2_24H:N01,BRD-K58698715_10 uM_24 h,HEPG2
8414,PBIOA020_HCC515_24H:J24,BRD-K20264945_0.04 uM_24 h,HCC515
8415,PBIOA022_HCC515_24H:I21,BRD-K71631401_1.11 uM_24 h,HCC515
8416,PBIOA020_A549_24H:O19,KHS-101_10 uM_24 h,A549
8417,PBIOA017_HCC515_24H:G07,AEG-3482_10 uM_24 h,HCC515
8418,PBIOA020_HCC515_24H:H01,LY-2183240_10 uM_24 h,HCC515
8419,PBIOA013_A549_24H:L01,BRD-K08220319_10 uM_24 h,A549
8420,PBIOA021_HEPG2_24H:O07,BRD-K33563922_10 uM_24 h,HEPG2
8421,PBIOA016_HCC515_24H:I08,AZD-7762_3.33 uM_24 h,HCC515
8422,PBIOA019_PC3_24H:B19,BRD-A04287157_10 uM_24 h,PC3
8423,PBIOA018_MCF7_24H:E20,paclitaxel_3.33 uM_24 h,MCF7
8424,PBIOA021_HA1E_24H:C01,BRD-K41723848_10 uM_24 h,HA1E
8425,PBIOA018_HCC515_24H:B14,BIBR-1532_3.33 uM_24 h,HCC515
8426,PBIOA021_PC3_24H:M13,DBeQ_10 uM_24 h,PC3
8427,PBIOA022_HA1E_24H:E16,VU-0418946-1_0.37 uM_24 h,HA1E
8428,PBIOA017_PC3_24H:N01,PLX-4720_10 uM_24 h,PC3
8429,PBIOA022_PC3_24H:D13,parthenolide_10 uM_24 h,PC3
8430,PBIOA019_HEPG2_24H:B23,BRD-A04287157_0.125 uM_24 h,HEPG2
8431,PBIOA020_HEPG2_24H:C02,BRD-K67548518_3.33 uM_24 h,HEPG2
8432,PBIOA013_PC3_24H:I01,BRD-K19926581_10 uM_24 h,PC3
8433,PBIOA013_PC3_24H:D02,GSK-690693_3.33 uM_24 h,PC3
8434,PBIOA015_PC3_24H:M13,deguelin_10 uM_24 h,PC3
8435,PBIOA020_MCF7_24H:N13,ML-281_10 uM_24 h,MCF7
8436,PBIOA022_HA1E_24H:B10,TW-37_0.37 uM_24 h,HA1E
8437,PBIOA022_HEPG2_24H:P05,BRD-K61627029_0.125 uM_24 h,HEPG2
8438,PBIOA022_HCC515_24H:F13,BRD-K36111767_10 uM_24 h,HCC515
8439,PBIOA017_MCF7_24H:A13,tanespimycin_10 uM_24 h,MCF7
8440,PBIOA015_HEPG2_24H:B19,BRD-K13552602_10 uM_24 h,HEPG2
8441,PBIOA015_HEPG2_24H:B17,BRD-K53500355_0.125 uM_24 h,HEPG2
8442,PBIOA018_HCC515_24H:G01,regorafenib_10 uM_24 h,HCC515
8443,PBIOA013_HCC515_24H:K24,BRD-K02526659_0.04 uM_24 h,HCC515
8444,PBIOA016_A549_24H:P16,BRD-K81727454_0.37 uM_24 h,A549
8445,PBIOA018_MCF7_24H:F21,RVE-VIII-11_1.11 uM_24 h,MCF7
8446,PBIOA019_MCF7_24H:H20,BRD-K97651142_3.33 uM_24 h,MCF7
8447,PBIOA013_A549_24H:F02,BRD-K01222707_3.33 uM_24 h,A549
8448,PBIOA022_A549_24H:E20,BMS-754807_3.33 uM_24 h,A549
8449,PBIOA017_HEPG2_24H:A19,CX-4945_10 uM_24 h,HEPG2
8450,PBIOA021_HCC515_24H:K01,NPC26_12 uM_24 h,HCC515
8451,PBIOA013_PC3_24H:P13,BRD-K56634255_10 uM_24 h,PC3
8452,PBIOA022_PC3_24H:E19,BMS-754807_10 uM_24 h,PC3
8453,PBIOA022_A549_24H:L13,CD-1530_10 uM_24 h,A549
8454,PBIOA018_A549_24H:H02,BRD-K54606188_3.33 uM_24 h,A549
8455,PBIOA019_MCF7_24H:K19,PD-168393_10 uM_24 h,MCF7
8456,PBIOA014_MCF7_24H:A19,GANT-58_10 uM_24 h,MCF7
8457,PBIOA017_HCC515_24H:B21,MW-A1-14_1.11 uM_24 h,HCC515
8458,PBIOA019_PC3_24H:I01,BRD-K46556387_10 uM_24 h,PC3
8459,PBIOA017_MCF7_24H:B19,MW-A1-14_10 uM_24 h,MCF7
8460,PBIOA018_HCC515_24H:I19,vinblastine_10 uM_24 h,HCC515
8461,PBIOA019_HA1E_24H:K19,PD-168393_10 uM_24 h,HA1E
8462,PBIOA022_HA1E_24H:D08,BRD-K04923131_3.33 uM_24 h,HA1E
8463,PBIOA014_HCC515_24H:P13,SNX-2112_10 uM_24 h,HCC515
8464,PBIOA021_HCC515_24H:F23,RG-4733_0.125 uM_24 h,HCC515
8465,PBIOA019_PC3_24H:G13,geldanamycin_10 uM_24 h,PC3
8466,PBIOA014_HA1E_24H:K01,TGX-221_10 uM_24 h,HA1E
8467,PBIOA018_HEPG2_24H:B07,PD-173074_10 uM_24 h,HEPG2
8468,PBIOA022_HEPG2_24H:G24,BRD-K91047982_0.04 uM_24 h,HEPG2
8469,PBIOA016_HEPG2_24H:F20,sunitinib_3.33 uM_24 h,HEPG2
8470,PBIOA018_HCC515_24H:B07,PD-173074_10 uM_24 h,HCC515
8471,PBIOA016_HCC515_24H:I19,linsitinib_10 uM_24 h,HCC515
8472,PBIOA019_HCC515_24H:M19,parbendazole_10 uM_24 h,HCC515
8473,PBIOA018_HCC515_24H:H01,BRD-K54606188_10 uM_24 h,HCC515
8474,PBIOA013_MCF7_24H:A11,BRD-K27398334_0.125 uM_24 h,MCF7
8475,PBIOA022_HEPG2_24H:M02,nutlin-3_3.33 uM_24 h,HEPG2
8476,PBIOA015_PC3_24H:I03,cytarabine_1.11 uM_24 h,PC3
8477,PBIOA015_HEPG2_24H:I01,cytarabine_10 uM_24 h,HEPG2
8478,PBIOA019_HEPG2_24H:N13,BRD-K29107232_10 uM_24 h,HEPG2
8479,PBIOA015_MCF7_24H:J01,R-428_10 uM_24 h,MCF7
8480,PBIOA014_HEPG2_24H:P17,SNX-2112_0.125 uM_24 h,HEPG2
8481,PBIOA020_A549_24H:P01,NVP-TAE684_10 uM_24 h,A549
8482,PBIOA013_A549_24H:D01,GSK-690693_10 uM_24 h,A549
8483,PBIOA018_HA1E_24H:J07,PF-573228_10 uM_24 h,HA1E
8484,PBIOA013_A549_24H:I01,BRD-K19926581_10 uM_24 h,A549
8485,PBIOA013_PC3_24H:L01,BRD-K08220319_10 uM_24 h,PC3
8486,PBIOA014_MCF7_24H:A07,BRD-K66046182_10 uM_24 h,MCF7
8487,PBIOA014_HEPG2_24H:I19,BRD-K49877948_10 uM_24 h,HEPG2
8488,PBIOA017_MCF7_24H:G07,AEG-3482_10 uM_24 h,MCF7
8489,PBIOA020_HEPG2_24H:O19,KHS-101_10 uM_24 h,HEPG2
8490,PBIOA020_PC3_24H:E01,BRD-K71265179_10 uM_24 h,PC3
8491,PBIOA022_PC3_24H:H18,panobinostat_0.04 uM_24 h,PC3
8492,PBIOA013_MCF7_24H:D19,BRD-K11180501_10 uM_24 h,MCF7
8493,PBIOA016_PC3_24H:G01,BRD-K87550320_10 uM_24 h,PC3
8494,PBIOA015_HEPG2_24H:A13,itraconazole_10 uM_24 h,HEPG2
8495,PBIOA022_HCC515_24H:K19,importazole_10 uM_24 h,HCC515
8496,PBIOA018_HA1E_24H:N07,MW-MITF10_10 uM_24 h,HA1E
8497,PBIOA018_HEPG2_24H:L13,BRD-K13659644_10 uM_24 h,HEPG2
8498,PBIOA013_HCC515_24H:C17,BRD-K59466999_0.125 uM_24 h,HCC515
8499,PBIOA018_PC3_24H:F19,RVE-VIII-11_10 uM_24 h,PC3
8500,PBIOA018_PC3_24H:P01,BRD-K06023321_10 uM_24 h,PC3
8501,PBIOA022_MCF7_24H:E19,BMS-754807_10 uM_24 h,MCF7
8502,PBIOA022_HCC515_24H:P19,erlotinib_10 uM_24 h,HCC515
8503,PBIOA014_PC3_24H:L05,BRD-K05402890_0.125 uM_24 h,PC3
8504,PBIOA015_PC3_24H:P13,wortmannin_10 uM_24 h,PC3
8505,PBIOA019_A549_24H:L07,3-Cl-AHPC_10 uM_24 h,A549
8506,PBIOA014_HCC515_24H:A15,BRD-K39936803_1.11 uM_24 h,HCC515
8507,PBIOA021_HEPG2_24H:D19,GO-6976_10 uM_24 h,HEPG2
8508,PBIOA020_PC3_24H:C01,BRD-K67548518_10 uM_24 h,PC3
8509,PBIOA019_HA1E_24H:L10,3-Cl-AHPC_0.37 uM_24 h,HA1E
8510,PBIOA021_HEPG2_24H:E13,BRD-K40156405_10 uM_24 h,HEPG2
8511,PBIOA013_HCC515_24H:O07,etoposide_10 uM_24 h,HCC515
8512,PBIOA020_PC3_24H:P20,BRD-K26169592_3.33 uM_24 h,PC3
8513,PBIOA015_MCF7_24H:M14,deguelin_3.33 uM_24 h,MCF7
8514,PBIOA017_A549_24H:D01,BRD-K80954687_10 uM_24 h,A549
8515,PBIOA022_HA1E_24H:G22,BRD-K91047982_0.37 uM_24 h,HA1E
8516,PBIOA018_HCC515_24H:H19,SGI-1776_10 uM_24 h,HCC515
8517,PBIOA014_HA1E_24H:M01,BX-795_10 uM_24 h,HA1E
8518,PBIOA016_HA1E_24H:M02,SB-743921_3.33 uM_24 h,HA1E
8519,PBIOA019_HCC515_24H:K19,PD-168393_10 uM_24 h,HCC515
8520,PBIOA019_HEPG2_24H:M19,parbendazole_10 uM_24 h,HEPG2
8521,PBIOA020_PC3_24H:A19,BRD-K26641843_10 uM_24 h,PC3
8522,PBIOA018_A549_24H:I24,vinblastine_0.04 uM_24 h,A549
8523,PBIOA018_HEPG2_24H:A19,trametinib_10 uM_24 h,HEPG2
8524,PBIOA018_HEPG2_24H:B23,necrostatin-1_0.125 uM_24 h,HEPG2
8525,PBIOA013_MCF7_24H:B19,1B_10 uM_24 h,MCF7
8526,PBIOA019_MCF7_24H:B10,BRD-K34513690_0.37 uM_24 h,MCF7
8527,PBIOA020_MCF7_24H:A09,GSK-1059615_1.11 uM_24 h,MCF7
8528,PBIOA018_HEPG2_24H:I01,SB-525334_10 uM_24 h,HEPG2
8529,PBIOA020_HEPG2_24H:N13,ML-281_10 uM_24 h,HEPG2
8530,PBIOA016_HCC515_24H:F02,SB-218078_3.33 uM_24 h,HCC515
8531,PBIOA021_HCC515_24H:I01,GO-6976_10 uM_24 h,HCC515
8532,PBIOA022_HEPG2_24H:M13,tosedostat_10 uM_24 h,HEPG2
8533,PBIOA016_HEPG2_24H:A13,cytarabine_10 uM_24 h,HEPG2
8534,PBIOA019_HCC515_24H:P01,exemestane_10 uM_24 h,HCC515
8535,PBIOA013_MCF7_24H:O07,etoposide_10 uM_24 h,MCF7
8536,PBIOA021_MCF7_24H:L24,BRD-K29285912_0.04 uM_24 h,MCF7
8537,PBIOA018_A549_24H:F19,RVE-VIII-11_10 uM_24 h,A549
8538,PBIOA013_PC3_24H:F19,CAM-9-027-3_10 uM_24 h,PC3
